Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Apik Emji Kotabaru Tipe B Regol Bandung,Campur,Rp975.000,975000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (900 m), Circle K (1.6 km), Church of Isa Almasih (747 m), Bank Muamalat (2.8 km), Universitas Islam Bandung (3.4 km), RS Khusus Mata Cicendo (2.7 km).","3 x 2.8 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Duduk, K. Mandi Luar, Ember mandi","WiFi, Penjaga Kos, R. Jemur, R. Makan, Dapur, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-apik-emji-kotabaru-tipe-b-regol-bandung-1?redirection_source=landing%20area,-6.939678327321843,107.61325435204009
Kost Apik Tamblong 2A Tipe D Asia Afrika Bandung,Campur,Rp825.000,825000,Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.1 km), Alfamart A Yani 419 (3.2 km), Masjid Raya Bandung (669 m), Citibank Indonesia (441 m), Universitas Islam Bandung (2.0 km), RS Umum Bungsu (352 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur, TV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-apik-tamblong-2a-tipe-d-asia-afrika-bandung?redirection_source=landing%20area,-6.915930599225585,107.61612650629239
Kost Singgahsini Arcadia Tipe A Batununggal Bandung,Campur,Rp1.575.000,1575000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Cintaasih (540 m), Alfamart A Yani 419 (1.7 km), Masjid Al Jihad (838 m), Sekolah Tinggi Ilmu Ekonomi Pasundan (907 m), Bandung Electronic Center (3.2 km).","4 x 3.5 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Mesin Cuci, R. Tamu, Dapur",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-singgahsini-arcadia-tipe-a-batununggal-bandung?redirection_source=landing%20area,-6.928333831650837,107.64136144874287
Kost Singgahsini Arcadia Tipe B Batununggal Bandung,Campur,Rp1.875.000,1875000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.9 km), Indomaret Surapati 55 (3.1 km), Gereja Isa Almasih (658 m), Bank BCA KCP Buah Batu (1.9 km), Institut Teknologi Nasional Bandung (3.0 km), RS Ibu dan Anak Al Islam (1.9 km).","4 x 3.5 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Mesin Cuci, R. Tamu, Dapur",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-singgahsini-arcadia-tipe-b-batununggal-bandung?redirection_source=landing%20area,-6.928333933880503,107.6399183874721
Kost Apik Sukarta Tipe C Tegallega Bandung,Putra,Rp1.325.000,1325000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Bungo Tanjung (3.2 km), Circle K (1.4 km), Church of Isa Almasih (640 m), Bank BRI KCP Simpang Buah Batu (2.8 km), Universitas Islam Bandung (3.3 km), RS Khusus Mata Cicendo (2.6 km).","3.4 x 2.8 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-apik-sukarta-tipe-c-tegallega-bandung-1?redirection_source=landing%20area,-6.93998433912532,107.61204836238092
Kost Apik Tamblong 2A Tipe C Asia Afrika Bandung,Campur,Rp1.425.000,1425000,Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.1 km), Alfamart A Yani 419 (3.2 km), Masjid Raya Bandung (669 m), Citibank Indonesia (441 m), Universitas Islam Bandung (2.0 km), RS Umum Bungsu (352 m).","3 x 2 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Bantal, Kursi","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur, TV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-apik-tamblong-2a-tipe-c-asia-afrika-bandung?redirection_source=landing%20area,-6.914490439117385,107.61580353367412
Kost Apik Sukarta Tipe A Tegallega Bandung,Putra,Rp975.000,975000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Bungo Tanjung (3.2 km), Circle K (1.4 km), Church of Isa Almasih (640 m), Bank BRI KCP Simpang Buah Batu (2.8 km), Universitas Islam Bandung (3.3 km), RS Khusus Mata Cicendo (2.6 km).","2.7 x 2.1 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-apik-sukarta-tipe-a-tegallega-bandung?redirection_source=landing%20area,-6.938356897039782,107.61258428913281
Kost Otto Residence Tipe A Astanaanyar Bandung,Campur,Rp1.800.000,1800000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","4 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Jemur, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-a-astanaanyar-bandung?redirection_source=landing%20area,-6.936867676997191,107.60273203600056
Kost Ama House Tipe Standar Regol Bandung,Putri,Rp1.500.000,1500000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (866 m), Alfamart (2.9 km), Church of Isa Almasih (569 m), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (3.1 km), RS Umum Bungsu (1.5 km).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, R. Tamu, Penjaga Kos, R. Jemur, Dapur, Pengurus Kos, CCTV, Rooftop, Balcon","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-ama-house-tipe-standar-regol-bandung-2?redirection_source=landing%20area,-6.9407048698745175,107.61442109540059
Kost Singgahsini YL Cikawao Tipe D Lengkong Bandung,Putri,Rp1.525.000,1525000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (339 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (166 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3.2 x 2.7 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-singgahsini-yl-cikawao-tipe-d-lengkong-bandung-2?redirection_source=landing%20area,-6.934576107090607,107.62465076760039
Kost Otto Residence Tipe C Astanaanyar Bandung,Campur,Rp2.000.000,2000000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","4 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Wastafel","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","R. Jemur, Dapur, Jemuran, CCTV, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-c-astanaanyar-bandung?redirection_source=landing%20area,-6.9370717941267985,107.60469493088947
Kost Apik Emji Kotabaru Tipe A Regol Bandung,Campur,Rp1.275.000,1275000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (900 m), Circle K (1.6 km), Church of Isa Almasih (747 m), Bank Muamalat (2.8 km), Universitas Islam Bandung (3.4 km), RS Khusus Mata Cicendo (2.7 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Penjaga Kos, R. Jemur, R. Makan, Dapur, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-apik-emji-kotabaru-tipe-a-regol-bandung-1?redirection_source=landing%20area,-6.939779887234983,107.61229813207186
Kost Apik Sukarta Tipe D Tegallega Bandung,Putra,Rp1.375.000,1375000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (857 m), Alfamart (2.5 km), Church of Isa Almasih (640 m), Bank BJB - Cabang Utama Bandung (1.5 km), Universitas Islam Bandung (3.3 km), RS Umum Bungsu (1.7 km).","4 x 5 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-apik-sukarta-tipe-d-tegallega-bandung?redirection_source=landing%20area,-6.940628905581772,107.61534403764057
Kost Kadua Homestay Double Regol Bandung,Campur,Rp2.100.000,2100000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.0 km), Circle K (2.6 km), Church of Isa Almasih (945 m), Bank BJB - Cabang Utama Bandung (1.8 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Mata Bandung Eye Center (1.7 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Kulkas, Ventilasi, Jendela, Cermin, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Jual Makanan",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kadua-homestay-double-regol-bandung-2?redirection_source=landing%20area,-6.938340332311832,107.61277721894183
Kost Apik Tamblong 2A Tipe A Asia Afrika Bandung,Campur,Rp1.525.000,1525000,Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.1 km), Alfamart A Yani 419 (3.2 km), Masjid Raya Bandung (669 m), Citibank Indonesia (441 m), Universitas Islam Bandung (2.0 km), RS Umum Bungsu (352 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Bantal, Kursi",,"WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur, TV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-apik-tamblong-2a-tipe-a-asia-afrika-bandung?redirection_source=landing%20area,-6.913384007098165,107.61680948411124
Kost Yasin Batununggal Bandung,Putri,Rp700.000,700000,Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.9 km), Alfamart A Yani 419 (2.5 km), Gereja Katolik Hati Tak Bernoda Santa Perawan Maria (1.4 km), Bank BCA KCP Buah Batu (1.4 km), Sekolah Tinggi Ilmu Ekonomi Pasundan (106 m), RS Mata Bandung Eye Center (1.4 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Kursi","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, R. Tamu, R. Jemur, Jemuran, Pengurus Kos, Taman, TV, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-yasin-batununggal-bandung-2?redirection_source=landing%20area,-6.9266817843300394,107.64088076150036
Kost Yodya Cibeunying Kaler Bandung,Putri,Rp1.000.000,1000000,Kecamatan Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.1 km), Alfamart (1.5 km), Church In Bandung (2.2 km), Bank BJB Weekend Banking (707 m), Institut Teknologi Nasional Bandung (1.1 km), RS Ibu dan Anak Al Islam (1.1 km).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal","Kloset Duduk, Kloset Jongkok, Wastafel, Ember mandi, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-yodya-cibeunying-kaler-bandung-2?redirection_source=landing%20area,-6.886459138519403,107.62881596869256
Kost Otto Residence Tipe B Astanaanyar Bandung,Campur,Rp1.800.000,1800000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Meja Rias, Lemari / Storage, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Jemur, Dapur, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-b-astanaanyar-bandung?redirection_source=landing%20area,-6.936943213644473,107.60339313660641
Kost Singgahsini YL Cikawao Tipe C Lengkong Bandung,Putri,Rp1.825.000,1825000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (339 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (166 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-singgahsini-yl-cikawao-tipe-c-lengkong-bandung-2?redirection_source=landing%20area,-6.93619304890002,107.62580298586755
Kost Barokah 32 Tipe Ac Astanaanyar Bandung,Campur,Rp1.950.000,1950000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (1.3 km), Circle K (1.4 km), Gereja Kristen Kalam Kudus Pasundan (796 m), Bank DBS Indonesia - Djuanda (2.8 km), Universitas Islam Bandung (3.0 km), RS Ibu dan Anak Kota Bandung (163 m).","3 x 7 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage, Ventilasi, Jendela, Dapur Pribadi","K. Mandi Dalam, Kloset Duduk, Ember mandi","R. Cuci, Penjaga Kos, R. Jemur, Dapur, Jemuran, Pengurus Kos, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-barokah-32-tipe-ac-astanaanyar-bandung-1?redirection_source=landing%20area,-6.938678567215816,107.60136346208449
Kost Omah Wening Tipe A Cicendo Bandung,Putri,Rp1.400.000,1400000,Kecamatan Cicendo,Cicendo,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Kapau Jaya (1.0 km), Circle K (2.7 km), Masjid Raya Bandung (1.4 km), Bank Syariah Indonesia KC Bandung Suniaraja (708 m), Universitas Padjadjaran Kampus Dipatiukur (2.4 km), RS Khusus Mata Cicendo (242 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower","WiFi, Jemuran, Pengurus Kos, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-omah-wening-tipe-a-cicendo-bandung?redirection_source=landing%20area,-6.900457484977144,107.58703787704736
Kost Apik Tamblong 2A Tipe B Asia Afrika Bandung,Campur,Rp1.425.000,1425000,Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.1 km), Alfamart A Yani 419 (3.2 km), Masjid Raya Bandung (669 m), Citibank Indonesia (441 m), Universitas Islam Bandung (2.0 km), RS Umum Bungsu (352 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi","WiFi, Kulkas, R. Tamu, R. Jemur, R. Makan, Dapur, TV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-apik-tamblong-2a-tipe-b-asia-afrika-bandung?redirection_source=landing%20area,-6.91466038351044,107.61814718574107
Kost Apik Sukarta Tipe A Tegallega Bandung,Putra,Rp975.000,975000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Rumah Makan Bungo Tanjung (3.2 km), Circle K (1.4 km), Church of Isa Almasih (640 m), Bank BRI KCP Simpang Buah Batu (2.8 km), Universitas Islam Bandung (3.3 km), RS Khusus Mata Cicendo (2.6 km).","2.7 x 2.1 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-apik-sukarta-tipe-a-tegallega-bandung?redirection_source=landing%20area,-6.939638200254311,107.61352984729363
Kost Kadua Homestay Vip Plus Regol Bandung,Campur,Rp1.800.000,1800000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.0 km), Circle K (2.6 km), Church of Isa Almasih (945 m), Bank BJB - Cabang Utama Bandung (1.8 km), Akademi Sekretari Dan Manajemen BSI Bandung (1.5 km), RS Mata Bandung Eye Center (1.7 km).","3.2 x 3.5 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Jemuran, Jual Makanan","Parkir Mobil, Parkir Motor",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kadua-homestay-vip-plus-regol-bandung-2?redirection_source=landing%20area,-6.941022818586218,107.61496749480321
Kost Singgahsini YL Cikawao Tipe D Lengkong Bandung,Putri,Rp1.525.000,1525000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (339 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (166 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3.2 x 2.7 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-singgahsini-yl-cikawao-tipe-d-lengkong-bandung-2?redirection_source=landing%20area,-6.932670687827911,107.62671613840428
Kost Ibu Reni Tipe A Lengkong Bandung,Campur,Rp1.000.000,1000000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (458 m), Alfamart (3.3 km), Church of Isa Almasih (151 m), Bank BJB - Cabang Utama Bandung (890 m), Universitas Islam Bandung (2.7 km), RS Umum Bungsu (985 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage, Jendela, Cermin, Bantal","K. Mandi Dalam, Kloset Jongkok","WiFi, Penjaga Kos, Jemuran, Pengurus Kos, CCTV, Balcon",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ibu-reni-tipe-a-lengkong-bandung?redirection_source=landing%20area,-6.935755524056086,107.62471685843771
Kost Singgahsini YL Cikawao Tipe E Lengkong Bandung,Putri,Rp1.275.000,1275000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (339 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (166 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3.2 x 2.5 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-singgahsini-yl-cikawao-tipe-e-lengkong-bandung-2?redirection_source=landing%20area,-6.9345271941553,107.62613799183981
Kost Bu Ena Tipe B Lengkong Bandung,Putri,Rp1.200.000,1200000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (232 m), Alfamart A Yani 419 (3.1 km), Church of Isa Almasih (401 m), Citibank Indonesia (479 m), Universitas Islam Bandung (2.6 km), RS Umum Bungsu (867 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kipas Angin","K. Mandi Dalam, Kloset Jongkok, Ember mandi, Shower","WiFi, Kulkas, Penjaga Kos, Dispenser, Dapur, Jemuran, Jual Makanan, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-bu-ena-tipe-b-lengkong-bandung?redirection_source=landing%20area,-6.935065359337413,107.6248173970355
Kost Singgahsini YL Cikawao Tipe C Lengkong Bandung,Putri,Rp1.825.000,1825000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (339 m), Indomaret Surapati 55 (3.3 km), Church of Isa Almasih (166 m), Bank BJB - Cabang Utama Bandung (997 m), Universitas Islam Bandung (2.8 km), RS Umum Bungsu (1.1 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-singgahsini-yl-cikawao-tipe-c-lengkong-bandung-2?redirection_source=landing%20area,-6.935451490811939,107.62624718824823
Kost Apik Sukarta Tipe D Tegallega Bandung,Putra,Rp1.375.000,1375000,Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (857 m), Alfamart (2.5 km), Church of Isa Almasih (640 m), Bank BJB - Cabang Utama Bandung (1.5 km), Universitas Islam Bandung (3.3 km), RS Umum Bungsu (1.7 km).","4 x 5 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi, Jendela, Bantal","Kloset Duduk, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-apik-sukarta-tipe-d-tegallega-bandung?redirection_source=landing%20area,-6.940110948401621,107.6154654457251
